"year","iso_code","country_code","country_or_subregion","total_cases"
1980,"AIA",660,"Anguilla",0
1980,"ATG",28,"Antigua and Barbuda",0
1980,"ARG",32,"Argentina",0
1980,"ABW",533,"Aruba",0
1980,"BHS",44,"Bahamas",0
1980,"BRB",52,"Barbados",0
1980,"BLZ",84,"Belize",4
1980,"BMU",60,"Bermuda",0
1980,"BOL",68,"Bolivia",0
1980,NA,NA,"Bonaire, Saint Eustatius and Saba",0
1980,"BRA",76,"Brazil",0
1980,"CAN",124,"Canada",0
1980,"CYM",136,"Cayman Islands",0
1980,"CHL",152,"Chile",0
1980,"COL",170,"Colombia",8964
1980,"CRI",188,"Costa Rica",0
1980,"CUB",192,"Cuba",0
1980,"CUW",531,"Curaçao",0
1980,"DMA",212,"Dominica",0
1980,"DOM",214,"Dominican Republic",54
1980,"ECU",218,"Ecuador",0
1980,"SLV",222,"El Salvador",2060
1980,"GUF",254,"French Guiana",0
1980,"GRD",308,"Grenada",0
1980,"GLP",312,"Guadeloupe",0
1980,"GTM",320,"Guatemala",30
1980,"GUY",328,"Guyana",0
1980,"HTI",332,"Haiti",255
1980,"HND",340,"Honduras",2078
1980,"JAM",388,"Jamaica",9
1980,"MTQ",474,"Martinique",0
1980,"MEX",484,"Mexico",51046
1980,"MSR",500,"Montserrat",0
1980,"NIC",558,"Nicaragua",0
1980,"PAN",591,"Panama",0
1980,"PRY",600,"Paraguay",0
1980,"PER",604,"Peru",0
1980,"PRI",630,"Puerto Rico",921
1980,"BLM",652,"Saint Barthelemy",0
1980,"KNA",659,"Saint Kitts and Nevis",0
1980,"LCA",662,"Saint Lucia",0
1980,"MAF",663,"Saint Martin",0
1980,"VCT",670,"Saint Vincent and the Grenadines",0
1980,"SUR",740,"Suriname",0
1980,"TTO",780,"Trinidad and Tobago",0
1980,"TCA",796,"Turks and Caicos Islands",0
1980,"USA",840,"United States of America",63
1980,"URY",858,"Uruguay",0
1980,"VEN",862,"Venezuela",39
1980,"VGB",92,"Virgin Islands (UK)",0
1980,"VIR",850,"Virgin Islands (US)",0
1980,NA,NA,"Total",65523
1981,"AIA",660,"Anguilla",1
1981,"ATG",28,"Antigua and Barbuda",0
1981,"ARG",32,"Argentina",0
1981,"ABW",533,"Aruba",0
1981,"BHS",44,"Bahamas",0
1981,"BRB",52,"Barbados",6
1981,"BLZ",84,"Belize",9
1981,"BMU",60,"Bermuda",0
1981,"BOL",68,"Bolivia",0
1981,NA,NA,"Bonaire, Saint Eustatius and Saba",0
1981,"BRA",76,"Brazil",0
1981,"CAN",124,"Canada",0
1981,"CYM",136,"Cayman Islands",0
1981,"CHL",152,"Chile",0
1981,"COL",170,"Colombia",10790
1981,"CRI",188,"Costa Rica",0
1981,"CUB",192,"Cuba",333891
1981,"CUW",531,"Curaçao",0
1981,"DMA",212,"Dominica",0
1981,"DOM",214,"Dominican Republic",619
1981,"ECU",218,"Ecuador",0
1981,"SLV",222,"El Salvador",5185
1981,"GUF",254,"French Guiana",0
1981,"GRD",308,"Grenada",0
1981,"GLP",312,"Guadeloupe",0
1981,"GTM",320,"Guatemala",104
1981,"GUY",328,"Guyana",0
1981,"HTI",332,"Haiti",44
1981,"HND",340,"Honduras",1612
1981,"JAM",388,"Jamaica",47
1981,"MTQ",474,"Martinique",0
1981,"MEX",484,"Mexico",17046
1981,"MSR",500,"Montserrat",0
1981,"NIC",558,"Nicaragua",0
1981,"PAN",591,"Panama",0
1981,"PRY",600,"Paraguay",0
1981,"PER",604,"Peru",0
1981,"PRI",630,"Puerto Rico",8350
1981,"BLM",652,"Saint Barthelemy",0
1981,"KNA",659,"Saint Kitts and Nevis",0
1981,"LCA",662,"Saint Lucia",0
1981,"MAF",663,"Saint Martin",0
1981,"VCT",670,"Saint Vincent and the Grenadines",0
1981,"SUR",740,"Suriname",0
1981,"TTO",780,"Trinidad and Tobago",14
1981,"TCA",796,"Turks and Caicos Islands",0
1981,"USA",840,"United States of America",0
1981,"URY",858,"Uruguay",0
1981,"VEN",862,"Venezuela",71
1981,"VGB",92,"Virgin Islands (UK)",0
1981,"VIR",850,"Virgin Islands (US)",127
1981,NA,NA,"Total",377916
1982,"AIA",660,"Anguilla",0
1982,"ATG",28,"Antigua and Barbuda",0
1982,"ARG",32,"Argentina",0
1982,"ABW",533,"Aruba",0
1982,"BHS",44,"Bahamas",0
1982,"BRB",52,"Barbados",99
1982,"BLZ",84,"Belize",482
1982,"BMU",60,"Bermuda",0
1982,"BOL",68,"Bolivia",0
1982,NA,NA,"Bonaire, Saint Eustatius and Saba",0
1982,"BRA",76,"Brazil",12000
1982,"CAN",124,"Canada",0
1982,"CYM",136,"Cayman Islands",0
1982,"CHL",152,"Chile",0
1982,"COL",170,"Colombia",6776
1982,"CRI",188,"Costa Rica",0
1982,"CUB",192,"Cuba",0
1982,"CUW",531,"Curaçao",0
1982,"DMA",212,"Dominica",0
1982,"DOM",214,"Dominican Republic",435
1982,"ECU",218,"Ecuador",0
1982,"SLV",222,"El Salvador",5166
1982,"GUF",254,"French Guiana",0
1982,"GRD",308,"Grenada",0
1982,"GLP",312,"Guadeloupe",0
1982,"GTM",320,"Guatemala",33
1982,"GUY",328,"Guyana",0
1982,"HTI",332,"Haiti",211
1982,"HND",340,"Honduras",1217
1982,"JAM",388,"Jamaica",21
1982,"MTQ",474,"Martinique",0
1982,"MEX",484,"Mexico",32640
1982,"MSR",500,"Montserrat",0
1982,"NIC",558,"Nicaragua",0
1982,"PAN",591,"Panama",0
1982,"PRY",600,"Paraguay",0
1982,"PER",604,"Peru",0
1982,"PRI",630,"Puerto Rico",9536
1982,"BLM",652,"Saint Barthelemy",0
1982,"KNA",659,"Saint Kitts and Nevis",0
1982,"LCA",662,"Saint Lucia",0
1982,"MAF",663,"Saint Martin",0
1982,"VCT",670,"Saint Vincent and the Grenadines",0
1982,"SUR",740,"Suriname",219
1982,"TTO",780,"Trinidad and Tobago",16
1982,"TCA",796,"Turks and Caicos Islands",0
1982,"USA",840,"United States of America",0
1982,"URY",858,"Uruguay",0
1982,"VEN",862,"Venezuela",39
1982,"VGB",92,"Virgin Islands (UK)",0
1982,"VIR",850,"Virgin Islands (US)",2
1982,NA,NA,"Total",68892
1983,"AIA",660,"Anguilla",2
1983,"ATG",28,"Antigua and Barbuda",0
1983,"ARG",32,"Argentina",0
1983,"ABW",533,"Aruba",0
1983,"BHS",44,"Bahamas",0
1983,"BRB",52,"Barbados",63
1983,"BLZ",84,"Belize",26
1983,"BMU",60,"Bermuda",0
1983,"BOL",68,"Bolivia",0
1983,NA,NA,"Bonaire, Saint Eustatius and Saba",0
1983,"BRA",76,"Brazil",0
1983,"CAN",124,"Canada",0
1983,"CYM",136,"Cayman Islands",0
1983,"CHL",152,"Chile",0
1983,"COL",170,"Colombia",12919
1983,"CRI",188,"Costa Rica",0
1983,"CUB",192,"Cuba",0
1983,"CUW",531,"Curaçao",0
1983,"DMA",212,"Dominica",0
1983,"DOM",214,"Dominican Republic",538
1983,"ECU",218,"Ecuador",0
1983,"SLV",222,"El Salvador",3814
1983,"GUF",254,"French Guiana",0
1983,"GRD",308,"Grenada",0
1983,"GLP",312,"Guadeloupe",0
1983,"GTM",320,"Guatemala",2
1983,"GUY",328,"Guyana",0
1983,"HTI",332,"Haiti",483
1983,"HND",340,"Honduras",729
1983,"JAM",388,"Jamaica",26
1983,"MTQ",474,"Martinique",0
1983,"MEX",484,"Mexico",19028
1983,"MSR",500,"Montserrat",0
1983,"NIC",558,"Nicaragua",0
1983,"PAN",591,"Panama",0
1983,"PRY",600,"Paraguay",0
1983,"PER",604,"Peru",0
1983,"PRI",630,"Puerto Rico",2789
1983,"BLM",652,"Saint Barthelemy",0
1983,"KNA",659,"Saint Kitts and Nevis",0
1983,"LCA",662,"Saint Lucia",0
1983,"MAF",663,"Saint Martin",0
1983,"VCT",670,"Saint Vincent and the Grenadines",0
1983,"SUR",740,"Suriname",0
1983,"TTO",780,"Trinidad and Tobago",118
1983,"TCA",796,"Turks and Caicos Islands",0
1983,"USA",840,"United States of America",0
1983,"URY",858,"Uruguay",0
1983,"VEN",862,"Venezuela",6
1983,"VGB",92,"Virgin Islands (UK)",0
1983,"VIR",850,"Virgin Islands (US)",1
1983,NA,NA,"Total",40544
1984,"AIA",660,"Anguilla",0
1984,"ATG",28,"Antigua and Barbuda",0
1984,"ARG",32,"Argentina",0
1984,"ABW",533,"Aruba",0
1984,"BHS",44,"Bahamas",0
1984,"BRB",52,"Barbados",63
1984,"BLZ",84,"Belize",137
1984,"BMU",60,"Bermuda",0
1984,"BOL",68,"Bolivia",0
1984,NA,NA,"Bonaire, Saint Eustatius and Saba",0
1984,"BRA",76,"Brazil",0
1984,"CAN",124,"Canada",0
1984,"CYM",136,"Cayman Islands",0
1984,"CHL",152,"Chile",0
1984,"COL",170,"Colombia",7540
1984,"CRI",188,"Costa Rica",0
1984,"CUB",192,"Cuba",0
1984,"CUW",531,"Curaçao",0
1984,"DMA",212,"Dominica",0
1984,"DOM",214,"Dominican Republic",260
1984,"ECU",218,"Ecuador",0
1984,"SLV",222,"El Salvador",560
1984,"GUF",254,"French Guiana",0
1984,"GRD",308,"Grenada",0
1984,"GLP",312,"Guadeloupe",0
1984,"GTM",320,"Guatemala",0
1984,"GUY",328,"Guyana",0
1984,"HTI",332,"Haiti",328
1984,"HND",340,"Honduras",378
1984,"JAM",388,"Jamaica",12
1984,"MTQ",474,"Martinique",0
1984,"MEX",484,"Mexico",27637
1984,"MSR",500,"Montserrat",0
1984,"NIC",558,"Nicaragua",0
1984,"PAN",591,"Panama",0
1984,"PRY",600,"Paraguay",0
1984,"PER",604,"Peru",0
1984,"PRI",630,"Puerto Rico",1865
1984,"BLM",652,"Saint Barthelemy",0
1984,"KNA",659,"Saint Kitts and Nevis",0
1984,"LCA",662,"Saint Lucia",0
1984,"MAF",663,"Saint Martin",0
1984,"VCT",670,"Saint Vincent and the Grenadines",0
1984,"SUR",740,"Suriname",0
1984,"TTO",780,"Trinidad and Tobago",31
1984,"TCA",796,"Turks and Caicos Islands",0
1984,"USA",840,"United States of America",0
1984,"URY",858,"Uruguay",0
1984,"VEN",862,"Venezuela",20
1984,"VGB",92,"Virgin Islands (UK)",0
1984,"VIR",850,"Virgin Islands (US)",73
1984,NA,NA,"Total",38904
1985,"AIA",660,"Anguilla",0
1985,"ATG",28,"Antigua and Barbuda",0
1985,"ARG",32,"Argentina",0
1985,"ABW",533,"Aruba",24000
1985,"BHS",44,"Bahamas",0
1985,"BRB",52,"Barbados",0
1985,"BLZ",84,"Belize",0
1985,"BMU",60,"Bermuda",0
1985,"BOL",68,"Bolivia",0
1985,NA,NA,"Bonaire, Saint Eustatius and Saba",17483
1985,"BRA",76,"Brazil",0
1985,"CAN",124,"Canada",0
1985,"CYM",136,"Cayman Islands",0
1985,"CHL",152,"Chile",0
1985,"COL",170,"Colombia",82271
1985,"CRI",188,"Costa Rica",0
1985,"CUB",192,"Cuba",0
1985,"CUW",531,"Curaçao",0
1985,"DMA",212,"Dominica",0
1985,"DOM",214,"Dominican Republic",92
1985,"ECU",218,"Ecuador",0
1985,"SLV",222,"El Salvador",425
1985,"GUF",254,"French Guiana",0
1985,"GRD",308,"Grenada",0
1985,"GLP",312,"Guadeloupe",0
1985,"GTM",320,"Guatemala",0
1985,"GUY",328,"Guyana",0
1985,"HTI",332,"Haiti",20
1985,"HND",340,"Honduras",307
1985,"JAM",388,"Jamaica",3
1985,"MTQ",474,"Martinique",0
1985,"MEX",484,"Mexico",13688
1985,"MSR",500,"Montserrat",0
1985,"NIC",558,"Nicaragua",17476
1985,"PAN",591,"Panama",0
1985,"PRY",600,"Paraguay",0
1985,"PER",604,"Peru",0
1985,"PRI",630,"Puerto Rico",2374
1985,"BLM",652,"Saint Barthelemy",0
1985,"KNA",659,"Saint Kitts and Nevis",0
1985,"LCA",662,"Saint Lucia",0
1985,"MAF",663,"Saint Martin",2
1985,"VCT",670,"Saint Vincent and the Grenadines",0
1985,"SUR",740,"Suriname",0
1985,"TTO",780,"Trinidad and Tobago",7
1985,"TCA",796,"Turks and Caicos Islands",0
1985,"USA",840,"United States of America",0
1985,"URY",858,"Uruguay",0
1985,"VEN",862,"Venezuela",2
1985,"VGB",92,"Virgin Islands (UK)",0
1985,"VIR",850,"Virgin Islands (US)",43
1985,NA,NA,"Total",158193
1986,"AIA",660,"Anguilla",0
1986,"ATG",28,"Antigua and Barbuda",0
1986,"ARG",32,"Argentina",0
1986,"ABW",533,"Aruba",0
1986,"BHS",44,"Bahamas",0
1986,"BRB",52,"Barbados",0
1986,"BLZ",84,"Belize",1
1986,"BMU",60,"Bermuda",0
1986,"BOL",68,"Bolivia",0
1986,NA,NA,"Bonaire, Saint Eustatius and Saba",484
1986,"BRA",76,"Brazil",47367
1986,"CAN",124,"Canada",0
1986,"CYM",136,"Cayman Islands",0
1986,"CHL",152,"Chile",0
1986,"COL",170,"Colombia",7881
1986,"CRI",188,"Costa Rica",0
1986,"CUB",192,"Cuba",0
1986,"CUW",531,"Curaçao",0
1986,"DMA",212,"Dominica",0
1986,"DOM",214,"Dominican Republic",6
1986,"ECU",218,"Ecuador",0
1986,"SLV",222,"El Salvador",916
1986,"GUF",254,"French Guiana",0
1986,"GRD",308,"Grenada",0
1986,"GLP",312,"Guadeloupe",0
1986,"GTM",320,"Guatemala",0
1986,"GUY",328,"Guyana",0
1986,"HTI",332,"Haiti",0
1986,"HND",340,"Honduras",569
1986,"JAM",388,"Jamaica",3
1986,"MTQ",474,"Martinique",0
1986,"MEX",484,"Mexico",19520
1986,"MSR",500,"Montserrat",0
1986,"NIC",558,"Nicaragua",484
1986,"PAN",591,"Panama",0
1986,"PRY",600,"Paraguay",0
1986,"PER",604,"Peru",0
1986,"PRI",630,"Puerto Rico",10628
1986,"BLM",652,"Saint Barthelemy",0
1986,"KNA",659,"Saint Kitts and Nevis",0
1986,"LCA",662,"Saint Lucia",1
1986,"MAF",663,"Saint Martin",0
1986,"VCT",670,"Saint Vincent and the Grenadines",0
1986,"SUR",740,"Suriname",0
1986,"TTO",780,"Trinidad and Tobago",145
1986,"TCA",796,"Turks and Caicos Islands",0
1986,"USA",840,"United States of America",14
1986,"URY",858,"Uruguay",0
1986,"VEN",862,"Venezuela",0
1986,"VGB",92,"Virgin Islands (UK)",0
1986,"VIR",850,"Virgin Islands (US)",74
1986,NA,NA,"Total",88093
1987,"AIA",660,"Anguilla",0
1987,"ATG",28,"Antigua and Barbuda",0
1987,"ARG",32,"Argentina",0
1987,"ABW",533,"Aruba",0
1987,"BHS",44,"Bahamas",0
1987,"BRB",52,"Barbados",78
1987,"BLZ",84,"Belize",0
1987,"BMU",60,"Bermuda",0
1987,"BOL",68,"Bolivia",1994
1987,NA,NA,"Bonaire, Saint Eustatius and Saba",87
1987,"BRA",76,"Brazil",89393
1987,"CAN",124,"Canada",0
1987,"CYM",136,"Cayman Islands",0
1987,"CHL",152,"Chile",0
1987,"COL",170,"Colombia",17510
1987,"CRI",188,"Costa Rica",0
1987,"CUB",192,"Cuba",0
1987,"CUW",531,"Curaçao",0
1987,"DMA",212,"Dominica",0
1987,"DOM",214,"Dominican Republic",20
1987,"ECU",218,"Ecuador",0
1987,"SLV",222,"El Salvador",2836
1987,"GUF",254,"French Guiana",0
1987,"GRD",308,"Grenada",0
1987,"GLP",312,"Guadeloupe",0
1987,"GTM",320,"Guatemala",2318
1987,"GUY",328,"Guyana",0
1987,"HTI",332,"Haiti",0
1987,"HND",340,"Honduras",261
1987,"JAM",388,"Jamaica",3
1987,"MTQ",474,"Martinique",0
1987,"MEX",484,"Mexico",13371
1987,"MSR",500,"Montserrat",0
1987,"NIC",558,"Nicaragua",64
1987,"PAN",591,"Panama",0
1987,"PRY",600,"Paraguay",0
1987,"PER",604,"Peru",0
1987,"PRI",630,"Puerto Rico",5818
1987,"BLM",652,"Saint Barthelemy",0
1987,"KNA",659,"Saint Kitts and Nevis",0
1987,"LCA",662,"Saint Lucia",0
1987,"MAF",663,"Saint Martin",0
1987,"VCT",670,"Saint Vincent and the Grenadines",0
1987,"SUR",740,"Suriname",0
1987,"TTO",780,"Trinidad and Tobago",125
1987,"TCA",796,"Turks and Caicos Islands",0
1987,"USA",840,"United States of America",0
1987,"URY",858,"Uruguay",0
1987,"VEN",862,"Venezuela",58
1987,"VGB",92,"Virgin Islands (UK)",0
1987,"VIR",850,"Virgin Islands (US)",77
1987,NA,NA,"Total",134013
1988,"AIA",660,"Anguilla",0
1988,"ATG",28,"Antigua and Barbuda",0
1988,"ARG",32,"Argentina",0
1988,"ABW",533,"Aruba",0
1988,"BHS",44,"Bahamas",0
1988,"BRB",52,"Barbados",10
1988,"BLZ",84,"Belize",0
1988,"BMU",60,"Bermuda",0
1988,"BOL",68,"Bolivia",4847
1988,NA,NA,"Bonaire, Saint Eustatius and Saba",203
1988,"BRA",76,"Brazil",190
1988,"CAN",124,"Canada",0
1988,"CYM",136,"Cayman Islands",0
1988,"CHL",152,"Chile",0
1988,"COL",170,"Colombia",16308
1988,"CRI",188,"Costa Rica",0
1988,"CUB",192,"Cuba",0
1988,"CUW",531,"Curaçao",0
1988,"DMA",212,"Dominica",0
1988,"DOM",214,"Dominican Republic",160
1988,"ECU",218,"Ecuador",420025
1988,"SLV",222,"El Salvador",1786
1988,"GUF",254,"French Guiana",0
1988,"GRD",308,"Grenada",0
1988,"GLP",312,"Guadeloupe",0
1988,"GTM",320,"Guatemala",5175
1988,"GUY",328,"Guyana",0
1988,"HTI",332,"Haiti",0
1988,"HND",340,"Honduras",844
1988,"JAM",388,"Jamaica",6
1988,"MTQ",474,"Martinique",97
1988,"MEX",484,"Mexico",10526
1988,"MSR",500,"Montserrat",0
1988,"NIC",558,"Nicaragua",203
1988,"PAN",591,"Panama",0
1988,"PRY",600,"Paraguay",0
1988,"PER",604,"Peru",0
1988,"PRI",630,"Puerto Rico",6531
1988,"BLM",652,"Saint Barthelemy",0
1988,"KNA",659,"Saint Kitts and Nevis",0
1988,"LCA",662,"Saint Lucia",2
1988,"MAF",663,"Saint Martin",0
1988,"VCT",670,"Saint Vincent and the Grenadines",1
1988,"SUR",740,"Suriname",0
1988,"TTO",780,"Trinidad and Tobago",80
1988,"TCA",796,"Turks and Caicos Islands",0
1988,"USA",840,"United States of America",0
1988,"URY",858,"Uruguay",0
1988,"VEN",862,"Venezuela",12
1988,"VGB",92,"Virgin Islands (UK)",0
1988,"VIR",850,"Virgin Islands (US)",380
1988,NA,NA,"Total",467386
1989,"AIA",660,"Anguilla",0
1989,"ATG",28,"Antigua and Barbuda",0
1989,"ARG",32,"Argentina",0
1989,"ABW",533,"Aruba",0
1989,"BHS",44,"Bahamas",87
1989,"BRB",52,"Barbados",45
1989,"BLZ",84,"Belize",0
1989,"BMU",60,"Bermuda",0
1989,"BOL",68,"Bolivia",5334
1989,NA,NA,"Bonaire, Saint Eustatius and Saba",659
1989,"BRA",76,"Brazil",5334
1989,"CAN",124,"Canada",0
1989,"CYM",136,"Cayman Islands",0
1989,"CHL",152,"Chile",0
1989,"COL",170,"Colombia",10091
1989,"CRI",188,"Costa Rica",0
1989,"CUB",192,"Cuba",0
1989,"CUW",531,"Curaçao",0
1989,"DMA",212,"Dominica",0
1989,"DOM",214,"Dominican Republic",7
1989,"ECU",218,"Ecuador",19
1989,"SLV",222,"El Salvador",518
1989,"GUF",254,"French Guiana",0
1989,"GRD",308,"Grenada",1
1989,"GLP",312,"Guadeloupe",0
1989,"GTM",320,"Guatemala",7448
1989,"GUY",328,"Guyana",0
1989,"HTI",332,"Haiti",0
1989,"HND",340,"Honduras",2507
1989,"JAM",388,"Jamaica",32
1989,"MTQ",474,"Martinique",16
1989,"MEX",484,"Mexico",7116
1989,"MSR",500,"Montserrat",0
1989,"NIC",558,"Nicaragua",659
1989,"PAN",591,"Panama",0
1989,"PRY",600,"Paraguay",41000
1989,"PER",604,"Peru",0
1989,"PRI",630,"Puerto Rico",8991
1989,"BLM",652,"Saint Barthelemy",0
1989,"KNA",659,"Saint Kitts and Nevis",0
1989,"LCA",662,"Saint Lucia",4
1989,"MAF",663,"Saint Martin",0
1989,"VCT",670,"Saint Vincent and the Grenadines",0
1989,"SUR",740,"Suriname",0
1989,"TTO",780,"Trinidad and Tobago",11
1989,"TCA",796,"Turks and Caicos Islands",0
1989,"USA",840,"United States of America",0
1989,"URY",858,"Uruguay",0
1989,"VEN",862,"Venezuela",4025
1989,"VGB",92,"Virgin Islands (UK)",0
1989,"VIR",850,"Virgin Islands (US)",275
1989,NA,NA,"Total",94179
1990,"AIA",660,"Anguilla",12
1990,"ATG",28,"Antigua and Barbuda",1
1990,"ARG",32,"Argentina",0
1990,"ABW",533,"Aruba",0
1990,"BHS",44,"Bahamas",2
1990,"BRB",52,"Barbados",236
1990,"BLZ",84,"Belize",2
1990,"BMU",60,"Bermuda",0
1990,"BOL",68,"Bolivia",40642
1990,NA,NA,"Bonaire, Saint Eustatius and Saba",4137
1990,"BRA",76,"Brazil",40642
1990,"CAN",124,"Canada",0
1990,"CYM",136,"Cayman Islands",0
1990,"CHL",152,"Chile",0
1990,"COL",170,"Colombia",17350
1990,"CRI",188,"Costa Rica",0
1990,"CUB",192,"Cuba",0
1990,"CUW",531,"Curaçao",0
1990,"DMA",212,"Dominica",6
1990,"DOM",214,"Dominican Republic",39
1990,"ECU",218,"Ecuador",302
1990,"SLV",222,"El Salvador",2381
1990,"GUF",254,"French Guiana",0
1990,"GRD",308,"Grenada",3
1990,"GLP",312,"Guadeloupe",0
1990,"GTM",320,"Guatemala",5757
1990,"GUY",328,"Guyana",0
1990,"HTI",332,"Haiti",0
1990,"HND",340,"Honduras",1700
1990,"JAM",388,"Jamaica",9
1990,"MTQ",474,"Martinique",4
1990,"MEX",484,"Mexico",14485
1990,"MSR",500,"Montserrat",0
1990,"NIC",558,"Nicaragua",4137
1990,"PAN",591,"Panama",0
1990,"PRY",600,"Paraguay",0
1990,"PER",604,"Peru",7858
1990,"PRI",630,"Puerto Rico",9444
1990,"BLM",652,"Saint Barthelemy",0
1990,"KNA",659,"Saint Kitts and Nevis",0
1990,"LCA",662,"Saint Lucia",2
1990,"MAF",663,"Saint Martin",0
1990,"VCT",670,"Saint Vincent and the Grenadines",9
1990,"SUR",740,"Suriname",0
1990,"TTO",780,"Trinidad and Tobago",526
1990,"TCA",796,"Turks and Caicos Islands",0
1990,"USA",840,"United States of America",0
1990,"URY",858,"Uruguay",0
1990,"VEN",862,"Venezuela",7637
1990,"VGB",92,"Virgin Islands (UK)",0
1990,"VIR",850,"Virgin Islands (US)",339
1990,NA,NA,"Total",157662
1991,"AIA",660,"Anguilla",0
1991,"ATG",28,"Antigua and Barbuda",1
1991,"ARG",32,"Argentina",0
1991,"ABW",533,"Aruba",0
1991,"BHS",44,"Bahamas",0
1991,"BRB",52,"Barbados",21
1991,"BLZ",84,"Belize",0
1991,"BMU",60,"Bermuda",0
1991,"BOL",68,"Bolivia",97397
1991,NA,NA,"Bonaire, Saint Eustatius and Saba",1885
1991,"BRA",76,"Brazil",97209
1991,"CAN",124,"Canada",0
1991,"CYM",136,"Cayman Islands",0
1991,"CHL",152,"Chile",0
1991,"COL",170,"Colombia",15104
1991,"CRI",188,"Costa Rica",0
1991,"CUB",192,"Cuba",0
1991,"CUW",531,"Curaçao",0
1991,"DMA",212,"Dominica",12
1991,"DOM",214,"Dominican Republic",24
1991,"ECU",218,"Ecuador",94
1991,"SLV",222,"El Salvador",1273
1991,"GUF",254,"French Guiana",15
1991,"GRD",308,"Grenada",1
1991,"GLP",312,"Guadeloupe",0
1991,"GTM",320,"Guatemala",10968
1991,"GUY",328,"Guyana",0
1991,"HTI",332,"Haiti",0
1991,"HND",340,"Honduras",5303
1991,"JAM",388,"Jamaica",5
1991,"MTQ",474,"Martinique",0
1991,"MEX",484,"Mexico",5863
1991,"MSR",500,"Montserrat",0
1991,"NIC",558,"Nicaragua",1885
1991,"PAN",591,"Panama",0
1991,"PRY",600,"Paraguay",0
1991,"PER",604,"Peru",714
1991,"PRI",630,"Puerto Rico",10305
1991,"BLM",652,"Saint Barthelemy",0
1991,"KNA",659,"Saint Kitts and Nevis",8
1991,"LCA",662,"Saint Lucia",4
1991,"MAF",663,"Saint Martin",0
1991,"VCT",670,"Saint Vincent and the Grenadines",1
1991,"SUR",740,"Suriname",0
1991,"TTO",780,"Trinidad and Tobago",36
1991,"TCA",796,"Turks and Caicos Islands",0
1991,"USA",840,"United States of America",0
1991,"URY",858,"Uruguay",0
1991,"VEN",862,"Venezuela",6559
1991,"VGB",92,"Virgin Islands (UK)",0
1991,"VIR",850,"Virgin Islands (US)",62
1991,NA,NA,"Total",254749
1992,"AIA",660,"Anguilla",0
1992,"ATG",28,"Antigua and Barbuda",0
1992,"ARG",32,"Argentina",0
1992,"ABW",533,"Aruba",0
1992,"BHS",44,"Bahamas",0
1992,"BRB",52,"Barbados",4
1992,"BLZ",84,"Belize",0
1992,"BMU",60,"Bermuda",0
1992,"BOL",68,"Bolivia",3501
1992,NA,NA,"Bonaire, Saint Eustatius and Saba",5495
1992,"BRA",76,"Brazil",3501
1992,"CAN",124,"Canada",0
1992,"CYM",136,"Cayman Islands",0
1992,"CHL",152,"Chile",0
1992,"COL",170,"Colombia",59853
1992,"CRI",188,"Costa Rica",0
1992,"CUB",192,"Cuba",0
1992,"CUW",531,"Curaçao",0
1992,"DMA",212,"Dominica",0
1992,"DOM",214,"Dominican Republic",107
1992,"ECU",218,"Ecuador",137
1992,"SLV",222,"El Salvador",884
1992,"GUF",254,"French Guiana",0
1992,"GRD",308,"Grenada",1
1992,"GLP",312,"Guadeloupe",0
1992,"GTM",320,"Guatemala",1286
1992,"GUY",328,"Guyana",0
1992,"HTI",332,"Haiti",0
1992,"HND",340,"Honduras",2114
1992,"JAM",388,"Jamaica",296
1992,"MTQ",474,"Martinique",38
1992,"MEX",484,"Mexico",11348
1992,"MSR",500,"Montserrat",0
1992,"NIC",558,"Nicaragua",5495
1992,"PAN",591,"Panama",0
1992,"PRY",600,"Paraguay",0
1992,"PER",604,"Peru",1971
1992,"PRI",630,"Puerto Rico",13009
1992,"BLM",652,"Saint Barthelemy",0
1992,"KNA",659,"Saint Kitts and Nevis",0
1992,"LCA",662,"Saint Lucia",0
1992,"MAF",663,"Saint Martin",0
1992,"VCT",670,"Saint Vincent and the Grenadines",7
1992,"SUR",740,"Suriname",0
1992,"TTO",780,"Trinidad and Tobago",116
1992,"TCA",796,"Turks and Caicos Islands",0
1992,"USA",840,"United States of America",0
1992,"URY",858,"Uruguay",0
1992,"VEN",862,"Venezuela",3356
1992,"VGB",92,"Virgin Islands (UK)",0
1992,"VIR",850,"Virgin Islands (US)",48
1992,NA,NA,"Total",112567
1993,"AIA",660,"Anguilla",0
1993,"ATG",28,"Antigua and Barbuda",0
1993,"ARG",32,"Argentina",0
1993,"ABW",533,"Aruba",0
1993,"BHS",44,"Bahamas",0
1993,"BRB",52,"Barbados",1
1993,"BLZ",84,"Belize",0
1993,"BMU",60,"Bermuda",0
1993,"BOL",68,"Bolivia",6915
1993,NA,NA,"Bonaire, Saint Eustatius and Saba",20469
1993,"BRA",76,"Brazil",6915
1993,"CAN",124,"Canada",0
1993,"CYM",136,"Cayman Islands",0
1993,"CHL",152,"Chile",0
1993,"COL",170,"Colombia",8449
1993,"CRI",188,"Costa Rica",4612
1993,"CUB",192,"Cuba",0
1993,"CUW",531,"Curaçao",0
1993,"DMA",212,"Dominica",1
1993,"DOM",214,"Dominican Republic",0
1993,"ECU",218,"Ecuador",9015
1993,"SLV",222,"El Salvador",9015
1993,"GUF",254,"French Guiana",0
1993,"GRD",308,"Grenada",1
1993,"GLP",312,"Guadeloupe",0
